shape,17,26
-106.0,28.2,0
-105.5,28.2,0
-105.0,28.2,0
-104.5,28.2,0
-104.0,28.2,0
-103.5,28.2,0
-103.0,28.2,0
-102.5,28.2,0
-102.0,28.2,0
-101.5,28.2,0
-101.0,28.2,0
-100.5,28.2,0
-100.0,28.2,0
-99.5,28.2,0
-99.0,28.2,0
-98.5,28.2,0
-98.0,28.2,0
-97.5,28.2,0
-97.0,28.2,0
-96.5,28.2,0
-96.0,28.2,0
-95.5,28.2,0
-95.0,28.2,0
-94.5,28.2,0
-94.0,28.2,0
-93.5,28.2,0
-106.0,28.7,0
-105.5,28.7,0
-105.0,28.7,0
-104.5,28.7,0
-104.0,28.7,0
-103.5,28.7,0
-103.0,28.7,0
-102.5,28.7,0
-102.0,28.7,0
-101.5,28.7,0
-101.0,28.7,0
-100.5,28.7,0
-100.0,28.7,0
-99.5,28.7,0
-99.0,28.7,0
-98.5,28.7,0
-98.0,28.7,0
-97.5,28.7,0
-97.0,28.7,0
-96.5,28.7,0
-96.0,28.7,0
-95.5,28.7,0
-95.0,28.7,0
-94.5,28.7,0
-94.0,28.7,0
-93.5,28.7,0
-106.0,29.2,0
-105.5,29.2,0
-105.0,29.2,0
-104.5,29.2,0
-104.0,29.2,0
-103.5,29.2,0
-103.0,29.2,0
-102.5,29.2,0
-102.0,29.2,0
-101.5,29.2,0
-101.0,29.2,0
-100.5,29.2,0
-100.0,29.2,0
-99.5,29.2,0
-99.0,29.2,0
-98.5,29.2,0
-98.0,29.2,0
-97.5,29.2,0
-97.0,29.2,0
-96.5,29.2,0
-96.0,29.2,0
-95.5,29.2,0
-95.0,29.2,0
-94.5,29.2,0
-94.0,29.2,0
-93.5,29.2,0
-106.0,29.7,0
-105.5,29.7,0
-105.0,29.7,0
-104.5,29.7,0
-104.0,29.7,0
-103.5,29.7,0
-103.0,29.7,0
-102.5,29.7,0
-102.0,29.7,0
-101.5,29.7,0
-101.0,29.7,0
-100.5,29.7,0
-100.0,29.7,0
-99.5,29.7,0
-99.0,29.7,0
-98.5,29.7,0
-98.0,29.7,0
-97.5,29.7,0
-97.0,29.7,1
-96.5,29.7,0
-96.0,29.7,0
-95.5,29.7,0
-95.0,29.7,0
-94.5,29.7,0
-94.0,29.7,0
-93.5,29.7,0
-106.0,30.2,0
-105.5,30.2,0
-105.0,30.2,0
-104.5,30.2,0
-104.0,30.2,0
-103.5,30.2,0
-103.0,30.2,0
-102.5,30.2,0
-102.0,30.2,0
-101.5,30.2,0
-101.0,30.2,0
-100.5,30.2,0
-100.0,30.2,0
-99.5,30.2,0
-99.0,30.2,0
-98.5,30.2,0
-98.0,30.2,0
-97.5,30.2,0
-97.0,30.2,0
-96.5,30.2,0
-96.0,30.2,0
-95.5,30.2,0
-95.0,30.2,0
-94.5,30.2,0
-94.0,30.2,0
-93.5,30.2,0
-106.0,30.7,0
-105.5,30.7,0
-105.0,30.7,0
-104.5,30.7,0
-104.0,30.7,0
-103.5,30.7,0
-103.0,30.7,0
-102.5,30.7,0
-102.0,30.7,0
-101.5,30.7,0
-101.0,30.7,0
-100.5,30.7,0
-100.0,30.7,0
-99.5,30.7,0
-99.0,30.7,0
-98.5,30.7,0
-98.0,30.7,0
-97.5,30.7,0
-97.0,30.7,0
-96.5,30.7,0
-96.0,30.7,0
-95.5,30.7,0
-95.0,30.7,0
-94.5,30.7,0
-94.0,30.7,0
-93.5,30.7,0
-106.0,31.2,0
-105.5,31.2,0
-105.0,31.2,0
-104.5,31.2,0
-104.0,31.2,1
-103.5,31.2,1
-103.0,31.2,0
-102.5,31.2,0
-102.0,31.2,1
-101.5,31.2,0
-101.0,31.2,0
-100.5,31.2,0
-100.0,31.2,0
-99.5,31.2,0
-99.0,31.2,0
-98.5,31.2,0
-98.0,31.2,0
-97.5,31.2,0
-97.0,31.2,0
-96.5,31.2,0
-96.0,31.2,0
-95.5,31.2,0
-95.0,31.2,0
-94.5,31.2,0
-94.0,31.2,0
-93.5,31.2,0
-106.0,31.7,0
-105.5,31.7,0
-105.0,31.7,0
-104.5,31.7,2
-104.0,31.7,2
-103.5,31.7,1
-103.0,31.7,0
-102.5,31.7,0
-102.0,31.7,0
-101.5,31.7,0
-101.0,31.7,0
-100.5,31.7,0
-100.0,31.7,0
-99.5,31.7,0
-99.0,31.7,0
-98.5,31.7,0
-98.0,31.7,0
-97.5,31.7,0
-97.0,31.7,0
-96.5,31.7,0
-96.0,31.7,0
-95.5,31.7,0
-95.0,31.7,0
-94.5,31.7,0
-94.0,31.7,0
-93.5,31.7,0
-106.0,32.2,0
-105.5,32.2,0
-105.0,32.2,0
-104.5,32.2,0
-104.0,32.2,0
-103.5,32.2,0
-103.0,32.2,0
-102.5,32.2,0
-102.0,32.2,0
-101.5,32.2,0
-101.0,32.2,0
-100.5,32.2,0
-100.0,32.2,0
-99.5,32.2,0
-99.0,32.2,0
-98.5,32.2,0
-98.0,32.2,0
-97.5,32.2,0
-97.0,32.2,0
-96.5,32.2,0
-96.0,32.2,0
-95.5,32.2,0
-95.0,32.2,0
-94.5,32.2,0
-94.0,32.2,0
-93.5,32.2,0
-106.0,32.7,0
-105.5,32.7,0
-105.0,32.7,0
-104.5,32.7,0
-104.0,32.7,0
-103.5,32.7,0
-103.0,32.7,0
-102.5,32.7,0
-102.0,32.7,0
-101.5,32.7,0
-101.0,32.7,0
-100.5,32.7,0
-100.0,32.7,0
-99.5,32.7,0
-99.0,32.7,0
-98.5,32.7,0
-98.0,32.7,0
-97.5,32.7,0
-97.0,32.7,0
-96.5,32.7,0
-96.0,32.7,0
-95.5,32.7,0
-95.0,32.7,0
-94.5,32.7,0
-94.0,32.7,0
-93.5,32.7,0
-106.0,33.2,0
-105.5,33.2,0
-105.0,33.2,0
-104.5,33.2,0
-104.0,33.2,0
-103.5,33.2,0
-103.0,33.2,0
-102.5,33.2,0
-102.0,33.2,0
-101.5,33.2,0
-101.0,33.2,0
-100.5,33.2,0
-100.0,33.2,0
-99.5,33.2,0
-99.0,33.2,0
-98.5,33.2,0
-98.0,33.2,0
-97.5,33.2,0
-97.0,33.2,0
-96.5,33.2,0
-96.0,33.2,0
-95.5,33.2,0
-95.0,33.2,0
-94.5,33.2,0
-94.0,33.2,0
-93.5,33.2,0
-106.0,33.7,0
-105.5,33.7,0
-105.0,33.7,0
-104.5,33.7,0
-104.0,33.7,0
-103.5,33.7,0
-103.0,33.7,0
-102.5,33.7,0
-102.0,33.7,0
-101.5,33.7,0
-101.0,33.7,0
-100.5,33.7,0
-100.0,33.7,0
-99.5,33.7,0
-99.0,33.7,0
-98.5,33.7,0
-98.0,33.7,0
-97.5,33.7,0
-97.0,33.7,0
-96.5,33.7,0
-96.0,33.7,0
-95.5,33.7,0
-95.0,33.7,0
-94.5,33.7,0
-94.0,33.7,0
-93.5,33.7,0
-106.0,34.2,0
-105.5,34.2,0
-105.0,34.2,0
-104.5,34.2,0
-104.0,34.2,0
-103.5,34.2,0
-103.0,34.2,0
-102.5,34.2,0
-102.0,34.2,0
-101.5,34.2,0
-101.0,34.2,0
-100.5,34.2,0
-100.0,34.2,0
-99.5,34.2,0
-99.0,34.2,0
-98.5,34.2,0
-98.0,34.2,0
-97.5,34.2,0
-97.0,34.2,0
-96.5,34.2,0
-96.0,34.2,0
-95.5,34.2,0
-95.0,34.2,0
-94.5,34.2,0
-94.0,34.2,0
-93.5,34.2,0
-106.0,34.7,0
-105.5,34.7,0
-105.0,34.7,0
-104.5,34.7,0
-104.0,34.7,0
-103.5,34.7,0
-103.0,34.7,0
-102.5,34.7,0
-102.0,34.7,0
-101.5,34.7,0
-101.0,34.7,0
-100.5,34.7,0
-100.0,34.7,0
-99.5,34.7,0
-99.0,34.7,0
-98.5,34.7,0
-98.0,34.7,0
-97.5,34.7,0
-97.0,34.7,0
-96.5,34.7,0
-96.0,34.7,0
-95.5,34.7,0
-95.0,34.7,0
-94.5,34.7,0
-94.0,34.7,0
-93.5,34.7,0
-106.0,35.2,0
-105.5,35.2,0
-105.0,35.2,0
-104.5,35.2,0
-104.0,35.2,0
-103.5,35.2,0
-103.0,35.2,0
-102.5,35.2,0
-102.0,35.2,0
-101.5,35.2,0
-101.0,35.2,0
-100.5,35.2,0
-100.0,35.2,0
-99.5,35.2,0
-99.0,35.2,0
-98.5,35.2,0
-98.0,35.2,0
-97.5,35.2,0
-97.0,35.2,0
-96.5,35.2,0
-96.0,35.2,0
-95.5,35.2,0
-95.0,35.2,0
-94.5,35.2,0
-94.0,35.2,0
-93.5,35.2,0
-106.0,35.7,0
-105.5,35.7,0
-105.0,35.7,0
-104.5,35.7,0
-104.0,35.7,0
-103.5,35.7,0
-103.0,35.7,0
-102.5,35.7,0
-102.0,35.7,0
-101.5,35.7,0
-101.0,35.7,0
-100.5,35.7,0
-100.0,35.7,0
-99.5,35.7,0
-99.0,35.7,0
-98.5,35.7,0
-98.0,35.7,0
-97.5,35.7,0
-97.0,35.7,0
-96.5,35.7,0
-96.0,35.7,0
-95.5,35.7,0
-95.0,35.7,0
-94.5,35.7,0
-94.0,35.7,0
-93.5,35.7,0
-106.0,36.2,0
-105.5,36.2,0
-105.0,36.2,0
-104.5,36.2,0
-104.0,36.2,0
-103.5,36.2,0
-103.0,36.2,0
-102.5,36.2,0
-102.0,36.2,0
-101.5,36.2,0
-101.0,36.2,0
-100.5,36.2,0
-100.0,36.2,0
-99.5,36.2,0
-99.0,36.2,0
-98.5,36.2,0
-98.0,36.2,0
-97.5,36.2,0
-97.0,36.2,0
-96.5,36.2,0
-96.0,36.2,0
-95.5,36.2,0
-95.0,36.2,0
-94.5,36.2,0
-94.0,36.2,0
-93.5,36.2,0
